mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_svc__C,param_svc__gamma,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
5.3069439888000485,0.09412320145300655,0.6858264923095703,0.04773136246367281,0.01,0.01,"{'svc__C': 0.01, 'svc__gamma': 0.01}",0.46073008849557523,0.4609850581073603,0.46068660022148394,0.46094182825484764,0.4611973392461197,0.4609080841638981,0.00018515659793295544,13
5.405145931243896,0.24281022342298486,0.7200185775756835,0.0657426649236755,0.01,0.1,"{'svc__C': 0.01, 'svc__gamma': 0.1}",0.5143805309734514,0.5185390149418926,0.5221483942414175,0.5174515235457063,0.5171840354767184,0.5179401993355481,0.002512479916318989,12
6.6315632343292235,0.5626710159781352,0.7072134017944336,0.006995381767056835,0.01,1,"{'svc__C': 0.01, 'svc__gamma': 1}",0.46073008849557523,0.4609850581073603,0.46068660022148394,0.46094182825484764,0.4611973392461197,0.4609080841638981,0.00018515659793295544,13
10.75359754562378,0.4808930320737347,0.8614897727966309,0.06028211349802433,0.01,10,"{'svc__C': 0.01, 'svc__gamma': 10}",0.46073008849557523,0.4609850581073603,0.46068660022148394,0.46094182825484764,0.4611973392461197,0.4609080841638981,0.00018515659793295544,13
4.931786298751831,0.2703991605544183,0.6797934532165527,0.05108609724644161,0.1,0.01,"{'svc__C': 0.1, 'svc__gamma': 0.01}",0.5663716814159292,0.5655783065855008,0.5664451827242525,0.5717451523545707,0.5631929046563193,0.5666666666666667,0.002798276138529889,10
4.411220979690552,0.29274238154177823,0.6313843250274658,0.03499840910506717,0.1,0.1,"{'svc__C': 0.1, 'svc__gamma': 0.1}",0.6686946902654868,0.6685113447703376,0.698781838316722,0.6880886426592798,0.6873614190687362,0.682281284606866,0.011885035932390346,6
6.281406545639038,0.6037428970389734,0.6724799156188965,0.0234075104121451,0.1,1,"{'svc__C': 0.1, 'svc__gamma': 1}",0.6321902654867256,0.6314333148865523,0.667220376522702,0.6448753462603878,0.6468957871396895,0.6445182724252492,0.01299706317836094,8
12.65203046798706,0.3292412877966962,0.8934116840362549,0.022736528957897476,0.1,10,"{'svc__C': 0.1, 'svc__gamma': 10}",0.46073008849557523,0.4609850581073603,0.46068660022148394,0.46094182825484764,0.4611973392461197,0.4609080841638981,0.00018515659793295544,13
4.108249282836914,0.15960874389468624,0.6015465736389161,0.051508323904198364,1,0.01,"{'svc__C': 1, 'svc__gamma': 0.01}",0.644358407079646,0.6519092418372994,0.6566998892580288,0.6537396121883656,0.6524390243902439,0.651827242524917,0.004089588921875711,7
3.6687799453735352,0.27241607446590177,0.5284520149230957,0.023188116720425717,1,0.1,"{'svc__C': 1, 'svc__gamma': 0.1}",0.7638274336283186,0.7697841726618705,0.7757475083056479,0.7695290858725762,0.7915742793791575,0.7740863787375415,0.009517210642130253,4
6.5324318408966064,0.40941383824280675,0.546189832687378,0.006609395563810994,1,1,"{'svc__C': 1, 'svc__gamma': 1}",0.8113938053097345,0.8151632540121748,0.8239202657807309,0.8155124653739613,0.832039911308204,0.8196013289036544,0.007443859422272545,2
15.437060213088989,0.2934589407064764,0.891050148010254,0.021757805291582978,1,10,"{'svc__C': 1, 'svc__gamma': 10}",0.5641592920353983,0.5406751521859435,0.5703211517165006,0.5479224376731302,0.552660753880266,0.5551495016611295,0.010765282370974495,11
3.9356215953826905,0.6055089766287376,0.5379797935485839,0.012399048828195067,10,0.01,"{'svc__C': 10, 'svc__gamma': 0.01}",0.724004424778761,0.7221914775871611,0.7270210409745294,0.7185595567867036,0.7311529933481153,0.7245847176079734,0.004275055202236277,5
3.984134149551392,0.25520760727927777,0.42166957855224607,0.01121212721848204,10,0.1,"{'svc__C': 10, 'svc__gamma': 0.1}",0.8130530973451328,0.8151632540121748,0.8244739756367664,0.8132963988919668,0.8314855875831486,0.8194905869324474,0.00730923980579027,3
7.77916111946106,0.3412714230867169,0.5064004898071289,0.013644923222571064,10,1,"{'svc__C': 10, 'svc__gamma': 1}",0.8418141592920354,0.8433868289983398,0.8571428571428571,0.8542936288088643,0.8553215077605322,0.8503875968992248,0.006447042998412267,1
12.697337913513184,0.6854690171060199,0.811580753326416,0.021463342818327846,10,10,"{'svc__C': 10, 'svc__gamma': 10}",0.6045353982300885,0.5832872163807415,0.6096345514950167,0.5911357340720221,0.5964523281596452,0.5970099667774086,0.009373273097015055,9
