mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_knn__n_neighbors,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.024413347244262695,0.0013571213429313424,0.11528477668762208,0.008845117577489557,1,{'knn__n_neighbors': 1},0.8210526315789474,0.821606648199446,0.8138504155124654,0.802660753880266,0.8126385809312638,0.8143618060204778,0.006890580976953419,1
0.02401623725891113,8.476442735019291e-07,0.12909188270568847,0.003796895971306683,2,{'knn__n_neighbors': 2},0.7988919667590028,0.7961218836565097,0.8060941828254847,0.7893569844789357,0.8021064301552107,0.7985142895750287,0.005658281336117705,3
0.023813676834106446,0.0004054070921175043,0.13950152397155763,0.0012019723297590126,3,{'knn__n_neighbors': 3},0.8083102493074792,0.8083102493074792,0.804432132963989,0.7921286031042128,0.8059866962305987,0.8038335861827518,0.006034596845870317,2
0.023415184020996092,0.0004905833285914135,0.15491046905517578,0.0016012371302490552,5,{'knn__n_neighbors': 5},0.7966759002770083,0.7922437673130194,0.7867036011080333,0.7871396895787139,0.7993348115299335,0.7924195539613417,0.005030253613184301,4
0.023615550994873048,0.0004904274553362828,0.17692642211914061,0.0018342242549193096,10,{'knn__n_neighbors': 10},0.7695290858725762,0.7562326869806094,0.7767313019390581,0.7738359201773836,0.7677383592017738,0.7688134708342802,0.007040754776101752,5
0.023818540573120116,0.00040142471521072555,0.19113283157348632,0.0021962834417237876,15,{'knn__n_neighbors': 15},0.7545706371191135,0.7451523545706371,0.7595567867036012,0.7494456762749445,0.7572062084257206,0.7531863326188034,0.005238238231703543,6
0.024219274520874023,0.000979924642535805,0.21944246292114258,0.031624914255977965,20,{'knn__n_neighbors': 20},0.7351800554016621,0.7313019390581718,0.7440443213296399,0.75,0.7427937915742794,0.7406640214727507,0.006645980949044772,7
0.024014806747436522,0.0006335580410775014,0.2119521141052246,0.002637278510307317,25,{'knn__n_neighbors': 25},0.7235457063711911,0.7307479224376732,0.7512465373961219,0.7494456762749445,0.7339246119733924,0.7377820908906647,0.010810780335602732,8
